"name","length","exp number of AAs in TMHs","exp number of AAs in TMHs in the first 60 AAs","predicted number of TMH","topology"
"YP_025265.1","211","0.01","0.01","0","o"
"YP_025266.1","193","18.04","15.08","0","o"
"YP_025267.1","354","7.32","0.00","0","o"
"YP_025268.1","69","25.36","25.36","1","i20-49o"
"YP_025269.1","136","2.93","0.04","0","o"
"YP_025271.1","133","0.01","0.00","0","o"
"YP_025272.1","99","0.02","0.02","0","o"
"YP_025273.1","283","4.59","0.03","0","o"
"YP_025274.1","97","28.46","10.74","1","i49-71o"
"YP_025275.1","265","1.12","0.00","0","o"
"YP_025276.1","209","0.05","0.01","0","o"
"YP_025277.1","530","27.59","20.08","1","o4-23i"
"YP_025278.1","149","0.42","0.38","0","o"
"YP_025279.1","843","0.02","0.01","0","o"
"YP_025280.1","64","0.02","0.02","0","o"
"YP_025281.1","78","36.23","36.22","2","i7-29o34-56i"
"YP_025282.1","148","0.78","0.01","0","o"
"YP_025283.1","803","20.33","20.22","1","i2-21o"
"YP_025284.1","313","1.80","0.00","0","o"
"YP_025285.1","69","0.02","0.02","0","o"
"YP_025286.1","305","0.51","0.00","0","o"
"YP_025287.1","86","56.91","40.70","3","i7-24o39-61i68-85o"
"YP_025288.1","476","0.27","0.26","0","o"
"YP_025289.1","315","0.10","0.00","0","o"
"YP_025290.1","183","1.04","0.00","0","o"
"YP_006489187.1","146","0.06","0.05","0","o"
"YP_006489188.1","168","0.04","0.00","0","o"
"YP_006489189.1","153","0.00","0.00","0","o"
"YP_006489190.1","71","0.17","0.17","0","o"
"YP_006489191.1","74","0.03","0.03","0","i"
"YP_006489192.1","81","0.00","0.00","0","i"
"YP_006489193.1","132","0.01","0.00","0","o"
"YP_006489194.1","94","0.22","0.05","0","o"
"YP_006489195.1","54","22.80","22.80","1","o5-27i"
"YP_006489196.1","126","0.04","0.00","0","o"
"YP_006489197.1","78","0.89","0.89","0","o"
"YP_006489198.1","88","16.81","16.81","1","i21-43o"
"YP_006489199.1","130","0.00","0.00","0","i"
"YP_006489200.1","148","19.60","19.59","1","i7-25o"
"YP_006489201.1","366","0.01","0.01","0","o"
"YP_006489202.1","485","0.01","0.00","0","o"
"YP_006489203.1","229","0.00","0.00","0","o"
"YP_006489204.1","68","44.56","43.55","2","o10-32i39-61o"
"YP_006489205.1","66","0.00","0.00","0","o"
"YP_006489206.1","68","0.00","0.00","0","o"
"YP_006489207.1","82","0.00","0.00","0","i"
"YP_006489208.1","178","0.07","0.05","0","o"
"YP_006489209.1","82","0.11","0.11","0","o"
"YP_006489210.1","217","0.02","0.01","0","o"
"YP_006489211.1","219","0.48","0.48","0","o"
"YP_006489212.1","99","0.00","0.00","0","o"
"YP_006489213.1","130","0.00","0.00","0","o"
"YP_006489214.1","82","5.89","0.50","0","i"
"YP_006489215.1","283","0.04","0.00","0","o"
"YP_006489216.1","143","0.02","0.01","0","o"
"YP_006489217.1","170","0.00","0.00","0","o"
"YP_006489218.1","165","5.00","0.00","0","o"
"YP_006489219.1","186","0.00","0.00","0","o"
"YP_006489220.1","449","0.00","0.00","0","o"
"YP_006489221.1","150","0.62","0.58","0","o"
"YP_006489222.1","150","0.01","0.00","0","o"
"YP_006489223.1","136","0.18","0.15","0","i"
"YP_006489224.1","210","0.00","0.00","0","o"
"YP_006489225.1","181","5.03","5.02","0","o"
"YP_006489226.1","390","0.18","0.03","0","o"
"YP_006489227.1","161","23.44","3.99","0","o"
"YP_006489228.1","196","21.71","20.95","1","i20-42o"
"YP_006489229.1","158","24.11","24.04","1","o25-47i"
"YP_006489230.1","400","0.35","0.15","0","o"
"YP_006489231.1","613","0.04","0.03","0","o"
"YP_006489232.1","430","0.05","0.00","0","o"
"YP_006489233.1","126","2.00","0.04","0","o"
"YP_006489234.1","814","0.00","0.00","0","o"
"YP_006489235.1","307","0.08","0.02","0","o"
"YP_006489236.1","597","0.01","0.00","0","o"
"YP_006489237.1","378","0.08","0.00","0","o"
"YP_006489238.1","161","5.09","5.08","0","o"
"YP_006489239.1","1710","0.03","0.00","0","o"
"YP_006489240.1","195","25.89","0.15","1","o88-110i"
"YP_006489241.1","108","0.02","0.00","0","o"
"YP_006489242.1","187","0.06","0.05","0","o"
"YP_006489243.1","134","0.00","0.00","0","o"
"YP_006489244.1","1022","1.06","0.00","0","o"
"YP_006489245.1","102","0.00","0.00","0","i"
"YP_006489246.1","162","0.16","0.00","0","o"
"YP_006489247.1","139","0.06","0.06","0","o"
"YP_006489248.1","410","0.10","0.00","0","o"
"YP_006489249.1","174","0.01","0.00","0","o"
"YP_006489250.1","131","1.30","0.00","0","o"
"YP_006489251.1","251","0.01","0.00","0","o"
"YP_006489252.1","162","7.28","7.28","0","o"
"YP_006489253.1","402","0.09","0.00","0","o"
"YP_006489254.1","433","0.04","0.00","0","o"
"YP_006489255.1","134","0.00","0.00","0","o"
"YP_006489256.1","100","0.35","0.06","0","o"
"YP_006489257.1","517","0.06","0.01","0","o"
"YP_006489258.1","531","0.06","0.03","0","o"
"YP_006489259.1","191","0.00","0.00","0","o"
"YP_006489260.1","176","0.00","0.00","0","o"
"YP_006489261.1","878","0.68","0.00","0","o"
"YP_006489262.1","627","0.00","0.00","0","o"
"YP_006489263.1","434","0.35","0.00","0","o"
"YP_006489264.1","880","0.02","0.00","0","o"
"YP_006489265.1","370","0.00","0.00","0","o"
"YP_006489266.1","471","0.24","0.12","0","o"
"YP_006489267.1","235","0.03","0.01","0","o"
"YP_006489268.1","753","0.11","0.00","0","o"
"YP_006489269.1","378","3.32","0.00","0","o"
"YP_006489270.1","263","0.57","0.01","0","o"
"YP_006489271.1","137","0.02","0.00","0","o"
"YP_006489272.1","61","0.03","0.03","0","i"
"YP_006489273.1","191","0.01","0.01","0","o"
"YP_006489274.1","287","0.04","0.00","0","o"
"YP_006489275.1","477","0.01","0.00","0","o"
"YP_006489276.1","49","0.00","0.00","0","o"
"YP_006489277.1","135","0.57","0.56","0","o"
"YP_006489278.1","173","0.00","0.00","0","o"
"YP_006489279.1","226","0.05","0.01","0","o"
"YP_006489280.1","157","0.25","0.24","0","o"
"YP_006489281.1","113","22.11","22.11","1","i12-34o"
"YP_006489282.1","66","37.09","37.09","2","i2-24o30-47i"
"YP_006489283.1","96","0.06","0.06","0","o"
"YP_006489284.1","69","0.00","0.00","0","o"
"YP_006489285.1","113","0.00","0.00","0","o"
"YP_006489286.1","105","0.31","0.01","0","o"
"YP_006489287.1","104","1.32","1.28","0","o"
"YP_006489288.1","79","0.63","0.63","0","o"
"YP_006489289.1","104","0.12","0.12","0","i"
"YP_006489290.1","192","0.05","0.05","0","o"
"YP_006489291.1","113","0.00","0.00","0","o"
"YP_006489292.1","112","0.00","0.00","0","o"
"YP_006489293.1","117","0.00","0.00","0","o"
"YP_006489294.1","208","0.36","0.00","0","o"
"YP_006489295.1","187","0.02","0.01","0","o"
"YP_006489296.1","198","0.00","0.00","0","o"
"YP_006489297.1","79","0.01","0.01","0","i"
"YP_006489298.1","97","0.00","0.00","0","o"
"YP_006489299.1","168","18.68","0.01","1","o145-167i"
"YP_006489300.1","83","0.14","0.14","0","o"
"YP_006489301.1","207","2.55","2.55","0","o"
"YP_006489302.1","118","0.01","0.01","0","i"
"YP_006489303.1","111","0.14","0.14","0","o"
"YP_006489304.1","193","0.00","0.00","0","o"
"YP_006489305.1","79","0.00","0.00","0","i"
"YP_006489306.1","103","0.28","0.01","0","o"
"YP_006489307.1","141","19.73","19.72","1","o5-24i"
"YP_006489308.1","165","0.01","0.01","0","o"
"YP_006489309.1","98","0.00","0.00","0","o"
"YP_006489310.1","164","0.01","0.00","0","o"
"YP_006489311.1","66","0.00","0.00","0","i"
"YP_006489312.1","82","0.00","0.00","0","i"
"YP_006489313.1","75","0.41","0.41","0","i"
"YP_006489314.1","69","0.01","0.01","0","i"
"YP_006489315.1","70","0.30","0.25","0","o"
"YP_006489316.1","65","0.02","0.02","0","o"
"YP_006489317.1","72","0.01","0.01","0","o"
"YP_006489318.1","112","2.42","2.40","0","o"
"YP_006489319.1","138","0.06","0.02","0","o"
"YP_006489320.1","57","40.42","40.42","2","i2-19o34-56i"
"YP_006489321.1","115","0.00","0.00","0","i"
"YP_006489322.1","144","0.00","0.00","0","o"
"YP_006489323.1","101","0.00","0.00","0","o"
"YP_006489324.1","94","0.00","0.00","0","o"
"YP_006489325.1","82","0.00","0.00","0","i"
"YP_006489326.1","100","0.00","0.00","0","o"
"YP_006489327.1","96","0.01","0.00","0","o"
"YP_006489328.1","162","0.13","0.00","0","o"
"YP_006489329.1","49","0.00","0.00","0","i"
"YP_006489330.1","81","21.91","21.91","1","o15-37i"
"YP_006489331.1","218","0.01","0.00","0","o"
"YP_006489332.1","170","0.03","0.03","0","o"
"YP_006489333.1","86","0.01","0.01","0","i"
"YP_006489334.1","103","0.01","0.00","0","o"
"YP_006489335.1","99","0.01","0.00","0","o"
"YP_008472705.1","281","0.02","0.01","0","o"
"YP_008472702.1","101","22.88","19.93","1","o41-63i"
"YP_008472703.1","254","0.97","0.00","0","o"
"YP_008472704.1","347","0.01","0.01","0","o"
"NP_050500.1","444","0.09","0.00","0","o"
"NP_050501.1","99","0.04","0.04","0","o"
"NP_050502.1","103","0.00","0.00","0","o"
"NP_050503.1","299","0.03","0.02","0","o"
"NP_050504.1","95","0.00","0.00","0","o"
"NP_050505.1","72","22.60","22.59","1","i19-41o"
"NP_050506.1","95","0.00","0.00","0","o"
"NP_050507.1","155","0.01","0.00","0","o"
"NP_050508.1","257","0.07","0.00","0","o"
"NP_050509.1","93","12.10","0.00","0","o"
"NP_050510.1","63","0.00","0.00","0","o"
"NP_050511.1","62","2.76","2.76","0","o"
"NP_050512.1","226","0.07","0.01","0","o"
"NP_050513.1","261","0.02","0.02","0","o"
"NP_050514.1","138","2.23","2.23","0","o"
"NP_050515.1","89","0.01","0.01","0","o"
"NP_050516.1","54","0.03","0.03","0","o"
"NP_050517.1","122","9.67","5.27","0","o"
"NP_050518.1","51","1.64","1.64","0","o"
"NP_050519.1","83","5.38","5.36","0","o"
"NP_050520.1","114","0.01","0.00","0","i"
"NP_050521.1","173","0.00","0.00","0","o"
"NP_050522.1","169","0.00","0.00","0","o"
"NP_050523.1","71","0.02","0.02","0","i"
"NP_050524.1","98","2.55","1.33","0","o"
"NP_050525.1","299","0.00","0.00","0","o"
"NP_050526.1","483","0.04","0.00","0","o"
"NP_050527.1","89","0.00","0.00","0","o"
"NP_050528.1","92","0.00","0.00","0","i"
"NP_050529.1","80","0.00","0.00","0","o"
"NP_050530.1","181","0.01","0.00","0","o"
"NP_050531.1","175","0.06","0.01","0","o"
"NP_050532.1","60","0.00","0.00","0","i"
"NP_050533.1","57","0.01","0.01","0","o"
"NP_050534.1","244","0.01","0.01","0","o"
"NP_050535.1","242","0.09","0.00","0","o"
"NP_050536.1","201","0.00","0.00","0","i"
"NP_050537.1","64","0.01","0.01","0","o"
"NP_050538.1","157","0.01","0.00","0","o"
"NP_050539.1","319","2.35","1.84","0","o"
"NP_050540.1","89","0.55","0.55","0","o"
"NP_050541.1","645","0.09","0.04","0","o"
"NP_050542.1","139","0.00","0.00","0","o"
"NP_050543.1","96","41.49","18.93","2","i32-51o61-83i"
"NP_050544.1","177","12.76","12.74","0","o"
"NP_050545.1","189","0.03","0.03","0","o"
"NP_050546.1","155","20.07","20.07","1","o4-26i"
"NP_050547.1","86","0.00","0.00","0","o"
"NP_050548.1","268","0.00","0.00","0","o"
"NP_050549.1","568","0.31","0.00","0","o"
"NP_050550.1","714","0.01","0.00","0","o"
"NP_050551.1","335","0.00","0.00","0","o"
"NP_050552.1","404","0.01","0.00","0","o"
"NP_050553.1","129","0.58","0.02","0","o"
"NP_050554.1","162","0.00","0.00","0","o"
"NP_050555.1","223","0.30","0.16","0","o"
"NP_050556.1","216","0.00","0.00","0","o"
"NP_050557.1","645","0.01","0.01","0","o"
"NP_050558.1","129","0.01","0.01","0","o"
"NP_050559.1","93","0.01","0.01","0","o"
"NP_050560.1","567","0.04","0.02","0","o"
"NP_050561.1","422","0.03","0.01","0","o"
"NP_050562.1","75","0.01","0.01","0","o"
"NP_050563.1","205","0.18","0.00","0","o"
"NP_050564.1","244","6.91","6.84","0","o"
"NP_050565.1","133","2.56","0.90","0","o"
"NP_050566.1","218","0.15","0.00","0","o"
"NP_050567.1","148","0.00","0.00","0","o"
"NP_050568.1","83","21.79","5.73","0","o"
"NP_050569.1","421","0.00","0.00","0","o"
"NP_050570.1","2806","0.02","0.00","0","o"
"NP_050571.1","62","0.00","0.00","0","i"
"NP_050572.1","114","2.42","2.42","0","o"
"NP_050573.1","70","19.32","19.32","1","i25-44o"
"NP_050574.1","156","0.00","0.00","0","o"
"NP_050575.1","219","0.00","0.00","0","o"
"NP_050576.1","76","0.01","0.01","0","i"
"NP_050577.1","94","22.73","22.73","1","o15-37i"
"NP_050578.1","73","0.00","0.00","0","o"
"NP_050579.1","209","0.01","0.01","0","o"
"NP_597694.1","53","17.17","17.17","1","i21-43o"
"NP_597695.1","42","0.00","0.00","0","i"
"YP_089649.1","73","0.00","0.00","0","o"
"NP_720275.1","485","233.39","23.00","11","i9-31o67-89i98-115o125-144i157-179o194-213i233-255o260-279i292-313o317-339i346-368o"
"NP_720276.1","325","44.96","0.02","2","i242-264o279-301i"
"NP_720277.1","120","81.82","39.72","4","i12-31o35-54i67-84o94-116i"
"NP_720278.1","387","0.02","0.00","0","o"
"NP_720279.1","116","0.00","0.00","0","o"
"NP_720280.1","218","0.03","0.00","0","o"
"NP_720281.1","59","0.00","0.00","0","o"
"NP_720282.1","181","0.15","0.00","0","o"
"NP_720283.1","271","0.00","0.00","0","o"
"NP_720284.1","87","0.00","0.00","0","i"
"NP_720285.1","109","0.00","0.00","0","o"
"NP_720286.1","81","0.04","0.04","0","o"
"NP_720287.1","125","0.00","0.00","0","o"
"NP_720289.1","97","0.00","0.00","0","o"
"NP_720290.1","94","0.02","0.02","0","i"
"NP_720291.1","235","0.01","0.01","0","o"
"NP_720292.1","66","0.00","0.00","0","o"
"NP_720294.1","55","7.80","7.80","0","o"
"NP_720295.1","104","0.00","0.00","0","o"
"NP_720296.1","232","0.67","0.67","0","o"
"NP_720297.1","64","0.00","0.00","0","i"
"NP_720298.1","112","0.00","0.00","0","o"
"NP_720299.1","234","0.01","0.00","0","o"
"NP_720300.1","71","0.01","0.01","0","i"
"NP_720301.1","93","0.10","0.08","0","i"
"NP_720302.1","299","0.00","0.00","0","o"
"NP_720303.1","478","0.01","0.00","0","o"
"NP_720304.1","90","19.69","19.69","1","o10-32i"
"NP_720305.1","69","0.00","0.00","0","o"
"NP_720306.1","86","0.00","0.00","0","i"
"NP_720307.1","98","12.73","12.71","0","i"
"NP_720308.1","101","0.05","0.04","0","o"
"NP_720309.1","66","0.00","0.00","0","i"
"NP_720310.1","58","0.00","0.00","0","i"
"NP_720311.1","115","0.00","0.00","0","o"
"NP_720312.1","57","0.00","0.00","0","o"
"NP_720313.1","101","0.00","0.00","0","o"
"NP_720314.1","136","0.14","0.13","0","o"
"NP_720315.1","131","3.40","0.00","0","o"
"NP_720316.1","67","0.42","0.39","0","i"
"NP_720317.1","59","0.00","0.00","0","i"
"NP_720318.1","172","0.14","0.09","0","o"
"NP_720319.1","105","66.00","39.10","3","o11-33i40-62o72-94i"
"NP_720320.1","132","0.00","0.00","0","o"
"NP_720321.1","150","18.31","18.31","1","i7-24o"
"NP_720322.1","118","0.01","0.01","0","o"
"NP_720323.1","129","0.05","0.01","0","o"
"NP_720324.1","134","0.04","0.01","0","o"
"NP_720326.1","517","0.02","0.00","0","o"
"NP_720325.1","162","0.04","0.00","0","o"
"NP_720327.1","725","0.00","0.00","0","o"
"NP_720328.1","303","0.00","0.00","0","o"
"NP_720329.1","430","0.04","0.00","0","o"
"NP_720330.1","186","0.00","0.00","0","o"
"NP_720331.1","166","0.00","0.00","0","o"
"NP_720332.1","472","0.26","0.00","0","o"
"NP_720333.1","212","0.01","0.01","0","o"
"NP_720334.1","151","1.19","0.02","0","o"
"NP_720335.1","229","9.07","0.00","0","o"
"NP_720336.1","444","0.00","0.00","0","o"
"NP_720337.1","658","17.58","0.00","1","o585-607i"
"NP_720338.1","82","0.00","0.00","0","o"
"NP_720339.1","667","0.01","0.00","0","o"
"NP_720288.1","56","0.00","0.00","0","o"
"NP_720293.1","37","0.11","0.11","0","o"
"YP_006471.1","73","0.00","0.00","0","i"
"YP_006472.1","343","0.10","0.00","0","o"
"YP_006473.1","103","0.38","0.37","0","i"
"YP_006474.1","186","1.66","0.00","0","o"
"YP_006475.1","250","1.23","1.22","0","o"
"YP_006476.1","970","1.21","0.00","0","o"
"YP_006477.1","82","0.00","0.00","0","i"
"YP_006478.1","146","0.00","0.00","0","o"
"YP_006479.1","2255","0.09","0.00","0","o"
"YP_006480.1","569","5.10","0.68","0","o"
"YP_006481.1","339","0.00","0.00","0","o"
"YP_006483.1","84","36.02","35.93","2","i13-32o42-59i"
"YP_006484.1","185","21.64","20.06","1","i7-24o"
"YP_006485.1","162","0.01","0.00","0","o"
"YP_006486.1","320","0.12","0.00","0","o"
"YP_006487.1","167","0.35","0.00","0","o"
"YP_006488.1","91","0.32","0.02","0","o"
"YP_006489.1","201","0.02","0.02","0","o"
"YP_006490.1","102","0.00","0.00","0","o"
"YP_006491.1","995","0.01","0.00","0","o"
"YP_006493.1","121","0.00","0.00","0","o"
"YP_006494.1","639","0.01","0.00","0","o"
"YP_006495.1","203","0.00","0.00","0","i"
"YP_006496.1","147","0.43","0.40","0","o"
"YP_006497.1","109","44.30","42.43","2","i7-26o36-58i"
"YP_006498.1","93","35.42","35.35","2","o4-23i30-52o"
"YP_006499.1","186","0.01","0.00","0","o"
"YP_006500.1","177","0.00","0.00","0","o"
"YP_006501.1","175","0.00","0.00","0","o"
"YP_006502.1","987","0.04","0.03","0","o"
"YP_006503.1","144","0.09","0.01","0","o"
"YP_006504.1","278","2.14","0.00","0","o"
"YP_006505.1","477","5.29","5.28","0","o"
"YP_006506.1","118","0.00","0.00","0","o"
"YP_006507.1","1140","2.37","0.00","0","o"
"YP_006508.1","293","0.00","0.00","0","o"
"YP_006509.1","203","0.18","0.13","0","o"
"YP_006510.1","188","0.32","0.00","0","o"
"YP_006511.1","264","6.78","6.73","0","o"
"YP_006512.1","111","10.43","10.42","0","o"
"YP_006513.1","52","12.58","12.58","1","i13-30o"
"YP_006514.1","73","0.00","0.00","0","o"
"YP_006515.1","347","0.33","0.28","0","o"
"YP_006516.1","264","0.07","0.00","0","o"
"YP_006517.1","266","0.24","0.00","0","o"
"YP_006518.1","281","0.26","0.25","0","o"
"YP_006519.1","234","0.02","0.00","0","o"
"YP_006520.1","154","0.00","0.00","0","o"
"YP_006521.1","98","0.01","0.00","0","o"
"YP_006522.1","169","0.00","0.00","0","o"
"YP_006523.1","193","1.65","0.54","0","o"
"YP_006524.1","271","0.01","0.01","0","o"
"YP_006525.1","529","0.30","0.19","0","o"
"YP_006526.1","568","2.42","0.02","0","o"
"YP_006527.1","333","0.00","0.00","0","o"
"YP_006528.1","398","0.13","0.00","0","o"
"YP_006529.1","286","0.06","0.00","0","o"
"YP_006530.1","130","0.00","0.00","0","i"
"YP_006531.1","110","6.02","6.00","0","o"
"YP_006532.1","140","18.81","18.81","1","o17-36i"
"YP_006533.1","281","0.17","0.01","0","o"
"YP_006534.1","94","0.07","0.00","0","o"
"YP_006535.1","94","0.00","0.00","0","o"
"YP_006536.1","301","0.04","0.00","0","o"
"YP_006537.1","754","0.05","0.05","0","o"
"YP_006538.1","125","0.00","0.00","0","o"
"YP_006539.1","63","0.02","0.02","0","o"
"YP_006540.1","141","0.01","0.01","0","o"
"YP_006541.1","54","34.48","34.48","1","i7-29o"
"YP_006542.1","35","22.10","22.10","1","o10-32i"
"YP_006543.1","454","0.00","0.00","0","o"
"YP_006544.1","332","0.09","0.03","0","o"
"YP_006545.1","210","0.01","0.00","0","o"
"YP_006546.1","338","0.36","0.01","0","o"
"YP_006547.1","261","1.28","0.00","0","o"
"YP_006548.1","242","0.05","0.00","0","o"
"YP_006549.1","405","0.00","0.00","0","o"
"YP_006550.1","125","0.03","0.00","0","o"
"YP_006551.1","81","0.00","0.00","0","o"
"YP_006552.1","192","1.89","0.00","0","o"
"YP_006553.1","51","0.00","0.00","0","o"
"YP_006554.1","220","0.04","0.00","0","o"
"YP_006555.1","208","0.73","0.71","0","o"
"YP_006556.1","230","0.02","0.01","0","o"
"YP_006557.1","233","0.00","0.00","0","o"
"YP_006558.1","72","12.69","12.69","1","o10-27i"
"YP_006559.1","420","0.01","0.01","0","o"
"YP_006560.1","168","0.09","0.00","0","o"
"YP_006561.1","309","0.06","0.02","0","o"
"YP_006562.1","111","0.08","0.00","0","o"
"YP_006563.1","120","0.13","0.00","0","o"
"YP_006564.1","37","0.01","0.01","0","i"
"YP_006565.1","65","8.35","8.35","0","o"
"YP_006566.1","46","0.00","0.00","0","o"
"YP_006567.1","87","0.00","0.00","0","o"
"YP_006568.1","190","0.00","0.00","0","o"
"YP_006569.1","129","0.38","0.30","0","o"
"YP_006570.1","73","0.00","0.00","0","i"
"YP_006571.1","126","0.01","0.01","0","o"
"YP_006572.1","66","0.02","0.02","0","i"
"YP_006573.1","347","0.33","0.00","0","o"
"YP_006574.1","150","0.00","0.00","0","o"
"YP_006575.1","397","0.01","0.00","0","o"
"YP_006576.1","494","19.03","0.03","1","i68-85o"
"YP_006577.1","283","0.00","0.00","0","o"
"YP_006578.1","69","0.00","0.00","0","o"
"YP_006579.1","31","0.01","0.01","0","i"
"YP_006580.1","37","0.01","0.01","0","i"
"YP_006482.1","71","0.01","0.01","0","i"
"YP_006492.1","132","1.45","0.07","0","o"
"YP_654099.1","59","0.07","0.07","0","o"
"YP_654100.1","74","0.00","0.00","0","o"
"YP_654101.1","110","0.01","0.01","0","i"
"YP_654102.1","37","0.03","0.03","0","o"
"YP_654103.1","62","4.49","4.49","0","o"
"YP_654104.1","294","0.01","0.00","0","o"
"YP_654106.1","42","0.00","0.00","0","i"
"YP_654108.1","227","0.26","0.25","0","o"
"YP_654109.1","72","0.18","0.18","0","o"
"YP_654110.1","69","0.00","0.00","0","i"
"YP_654111.1","50","0.00","0.00","0","o"
"YP_654112.1","846","0.92","0.01","0","o"
"YP_654113.1","38","20.67","20.67","1","i7-26o"
"YP_654114.1","32","18.88","18.88","1","i5-23o"
"YP_654115.1","125","0.02","0.02","0","o"
"YP_654116.1","98","0.00","0.00","0","o"
"YP_654117.1","268","0.00","0.00","0","o"
"YP_654118.1","72","0.01","0.01","0","o"
"YP_654119.1","123","0.09","0.09","0","o"
"YP_654120.1","90","0.00","0.00","0","o"
"YP_654121.1","342","0.05","0.05","0","o"
"YP_654122.1","136","0.00","0.00","0","o"
"YP_654123.1","335","0.02","0.00","0","o"
"YP_654124.1","167","0.00","0.00","0","o"
"YP_654125.1","315","0.00","0.00","0","o"
"YP_654126.1","71","0.05","0.05","0","o"
"YP_654127.1","56","0.00","0.00","0","i"
"YP_654128.1","175","0.01","0.00","0","o"
